Date,Open,High,Low,Close,Volume,Adj Close
11/7/16,69.620003,69.839996,69.160004,69.779999,9682000,69.779999
11/8/16,69.709999,70.040001,69.470001,69.790001,7616500,69.790001
11/9/16,69.300003,71.5,69.290001,71.099998,16691200,71.099998
11/10/16,71.25,72.089996,71,71.389999,14321300,71.389999
11/11/16,71.110001,71.279999,70.599998,71.230003,8189800,71.230003
11/14/16,71.160004,71.309998,70.190002,70.489998,12856200,70.489998
11/15/16,70.790001,71.419998,70.349998,71.419998,9384300,71.419998
11/16/16,71.75,72.059998,71.330002,71.389999,11132400,71.389999
11/17/16,69.080002,69.519997,68.120003,69.190002,23071200,69.190002
11/18/16,68.93,69.400002,68.440002,68.540001,10938300,68.540001
11/21/16,68.540001,69.400002,68.419998,69.370003,7926800,69.370003
11/22/16,69.730003,70.419998,69.730003,70.120003,10902900,70.120003
11/23/16,70.220001,70.889999,70.18,70.830002,7398900,70.830002
11/25/16,71.110001,71.650002,70.980003,71.230003,4234400,71.230003
11/28/16,70.93,71.519997,70.800003,71.190002,6337100,71.190002
11/29/16,71.379997,71.790001,71.199997,71.370003,7303000,71.370003
11/30/16,70.919998,71.160004,70.169998,70.43,8608400,70.43
12/1/16,70.25,70.730003,70.050003,70.669998,6819100,70.669998
12/2/16,70.580002,70.949997,70.449997,70.879997,6662200,70.879997
12/5/16,70.900002,70.989998,69.809998,69.940002,9917900,69.940002
12/6/16,70.010002,70.389999,69.5,70.360001,7694700,70.360001
