Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,150.839996,152.639999,150.020004,152.240005,3429300,152.240005
2016-12-05,153.240005,153.75,151.850006,152.160004,2847100,152.160004
2016-12-02,152.449997,152.490005,151.119995,152.25,2103000,152.25
2016-12-01,150.740005,152.690002,150.389999,152.389999,2825500,152.389999
2016-11-30,151.589996,153.080002,150.559998,150.559998,3949600,150.559998
2016-11-29,149.830002,152.110001,149.110001,151.639999,3828300,151.639999
2016-11-28,149.00,150.089996,148.320007,149.770004,4177100,149.770004
2016-11-25,150.00,150.149994,149.029999,150.039993,962300,150.039993
2016-11-23,149.610001,150.809998,149.029999,149.740005,2857500,149.740005
2016-11-22,147.899994,149.759995,147.880005,149.520004,3749700,149.520004
2016-11-21,147.210007,148.490005,146.520004,147.020004,2678300,147.020004
2016-11-18,145.179993,146.600006,144.460007,146.350006,2204000,146.350006
2016-11-17,146.830002,147.119995,145.00,145.330002,3637000,145.330002
2016-11-16,147.300003,148.410004,146.139999,146.440002,3531800,146.440002
2016-11-15,148.440002,149.449997,147.190002,148.110001,3850700,148.110001
2016-11-14,148.210007,150.089996,148.210007,149.990005,4435400,149.990005
2016-11-11,147.119995,148.600006,146.559998,148.520004,3532300,148.520004
2016-11-10,146.509995,149.339996,146.389999,147.690002,6507300,147.690002
2016-11-09,141.600006,145.850006,141.539993,145.089996,5412100,145.089996
2016-11-08,141.919998,143.309998,141.289993,142.199997,2823800,142.199997
2016-11-07,141.50,143.100006,141.490005,143.029999,3228200,141.940003
