Date,Open,High,Low,Close,Volume,Adj Close
11/7/16,50.48,50.93,50.279999,50.91,8358700,50.726979
11/8/16,51.099998,51.490002,50.950001,51.080002,8107100,50.89637
11/9/16,50.07,51.27,49.799999,51.119999,9058600,50.936223
11/10/16,51.290001,51.369999,50.330002,50.389999,12316100,50.208848
11/11/16,50.220001,50.849998,50.18,50.77,6283600,50.587483
11/14/16,51.18,51.189999,50.209999,50.209999,8063900,50.029494
11/15/16,50.459999,50.639999,49.75,50.130001,9299800,49.949784
11/16/16,50,50.799999,49.950001,50.68,6760300,50.497806
11/17/16,50.939999,51.669998,50.720001,51.59,7671600,51.404534
11/18/16,51.389999,51.889999,50.959999,51.099998,7461600,50.916294
11/21/16,51,51.419998,50.950001,51.279999,5357200,51.095647
11/22/16,51.470001,51.75,51.049999,51.709999,5228100,51.524102
11/23/16,51.709999,51.849998,51.200001,51.34,4141600,51.155433
11/25/16,51.68,51.740002,51.349998,51.52,2736800,51.334786
11/28/16,51.439999,51.439999,50.610001,51.009998,8602100,50.826618
11/29/16,51.200001,51.369999,50.57,50.630001,6065700,50.447986
11/30/16,50.52,50.810001,50.07,50.07,8198400,49.889998
12/1/16,50.110001,51.25,50.060001,50.650002,7610100,50.650002
12/2/16,50.259998,50.68,50.110001,50.459999,6730200,50.459999
12/5/16,50.799999,52.27,50.700001,51.849998,11995300,51.849998
12/6/16,50.830002,51.099998,50.259998,50.57,12411900,50.57
