Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,113.339996,113.660004,112.660004,113.07,2527300,113.07
2016-12-05,112.900002,113.800003,112.709999,112.879997,3020200,112.879997
2016-12-02,113.959999,114.00,112.169998,112.449997,3536500,112.449997
2016-12-01,113.239998,114.050003,112.809998,113.669998,3807300,113.669998
2016-11-30,113.730003,114.739998,113.279999,113.940002,5869600,113.940002
2016-11-29,113.459999,114.489998,113.290001,113.339996,3286200,113.339996
2016-11-28,114.160004,114.190002,113.339996,113.849998,2613700,113.849998
2016-11-25,113.919998,114.360001,113.519997,114.169998,831300,114.169998
2016-11-23,112.769997,113.959999,112.769997,113.830002,2626800,113.830002
2016-11-22,112.529999,112.760002,112.099998,112.519997,2152600,112.519997
2016-11-21,112.239998,112.480003,111.779999,112.209999,2523300,112.209999
2016-11-18,112.980003,113.00,111.889999,112.089996,2879100,112.089996
2016-11-17,112.589996,113.389999,112.440002,113.099998,2195000,113.099998
2016-11-16,112.470001,112.830002,111.870003,112.269997,2472500,112.269997
2016-11-15,113.059998,113.440002,112.089996,113.120003,2794000,112.455006
2016-11-14,113.620003,114.360001,112.839996,113.040001,2677100,112.375474
2016-11-11,113.110001,113.510002,112.739998,113.25,3295700,112.584239
2016-11-10,113.110001,114.50,112.82,113.190002,6553600,112.524594
2016-11-09,111.050003,113.139999,109.730003,112.360001,4567500,111.699471
2016-11-08,111.00,111.510002,110.510002,110.620003,3281900,109.969702
2016-11-07,109.830002,111.339996,109.449997,111.25,4672500,110.595996
