Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,57.98,58.080002,57.00,57.919998,21408800,57.919998
2016-12-05,56.610001,57.529999,56.580002,57.279999,23540300,57.279999
2016-12-02,57.200001,57.240002,55.93,56.02,25074300,56.02
2016-12-01,56.77,57.57,56.540001,57.27,27542400,57.27
2016-11-30,56.23,56.720001,56.060001,56.389999,24256600,56.389999
2016-11-29,55.50,55.939999,55.32,55.52,15718400,55.52
2016-11-28,55.860001,56.349998,55.43,55.470001,22469200,55.470001
2016-11-25,56.599998,56.799999,56.189999,56.779999,11488200,56.779999
2016-11-23,56.299999,56.830002,55.810001,56.689999,19906300,56.689999
2016-11-22,55.66,56.150002,55.43,56.099998,21930200,56.099998
2016-11-21,55.959999,55.990002,55.139999,55.540001,20371800,55.540001
2016-11-18,55.380001,55.84,54.98,55.459999,24966900,55.459999
2016-11-17,54.599998,55.98,54.360001,55.450001,24399800,55.450001
2016-11-16,54.209999,55.00,54.209999,54.630001,24153000,54.630001
2016-11-15,53.990002,55.470001,53.709999,55.450001,32954000,55.450001
2016-11-14,53.040001,54.889999,53.00,54.68,42940000,54.68
2016-11-11,52.759998,53.16,51.599998,52.830002,41809000,52.830002
2016-11-10,52.049999,54.200001,51.740002,53.610001,52062600,53.610001
2016-11-09,50.07,51.939999,49.470001,51.59,58932800,51.59
2016-11-08,49.419998,50.029999,49.040001,49.91,17468100,49.91
2016-11-07,49.259998,49.84,49.209999,49.82,19357600,49.82
