Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,78.599998,79.779999,78.260002,79.419998,9760300,79.419998
2016-12-05,77.57,78.279999,76.879997,77.989998,9137300,77.989998
2016-12-02,77.129997,78.309998,76.349998,77.620003,11901200,77.620003
2016-12-01,76.620003,77.129997,76.290001,76.760002,7096400,76.760002
2016-11-30,76.190002,77.370003,75.919998,76.889999,12468600,76.889999
2016-11-29,75.889999,76.07,75.00,75.879997,8521000,75.879997
2016-11-28,73.730003,75.00,73.660004,74.779999,8577200,74.779999
2016-11-25,74.010002,74.290001,73.550003,74.059998,3529200,74.059998
2016-11-23,73.379997,74.029999,72.860001,73.669998,6572900,73.669998
2016-11-22,72.93,74.099998,72.830002,73.589996,12390500,73.589996
2016-11-21,74.040001,74.480003,73.379997,74.199997,7838000,74.199997
2016-11-18,74.029999,74.559998,73.669998,74.040001,7385500,74.040001
2016-11-17,74.349998,74.730003,74.120003,74.269997,8200200,74.269997
2016-11-16,75.110001,75.400002,74.50,74.559998,7542700,74.559998
2016-11-15,75.650002,75.75,74.269997,75.040001,10211300,75.040001
2016-11-14,74.449997,76.540001,74.449997,76.00,10471000,76.00
2016-11-11,77.099998,77.199997,74.709999,75.089996,9549400,75.089996
2016-11-10,77.029999,77.699997,76.559998,77.279999,12664100,77.279999
2016-11-09,74.230003,77.120003,74.199997,76.559998,20235400,76.559998
2016-11-08,69.699997,74.989998,69.300003,73.529999,50217800,73.529999
2016-11-07,83.370003,83.839996,82.669998,83.389999,8457000,83.389999
