Date,Open,High,Low,Close,Volume,Adj Close
11/7/16,16.860001,17.040001,16.85,17.01,91581900,16.947125
11/8/16,16.82,17.110001,16.709999,17,95842800,16.937162
11/9/16,17.66,18.049999,17.4,17.969999,319516900,17.903575
11/10/16,18.26,18.99,18.25,18.76,304986400,18.690656
11/11/16,18.639999,19.030001,18.629999,19.02,212952500,18.949695
11/14/16,19.41,20.200001,19.4,20.08,320959900,20.005777
11/15/16,19.790001,20.18,19.6,20.16,190293100,20.085481
11/16/16,19.780001,19.959999,19.68,19.75,126734500,19.676996
11/17/16,19.76,20.219999,19.700001,20.08,167979200,20.005777
11/18/16,20.059999,20.139999,19.870001,20,120620200,19.926072
11/21/16,20.1,20.35,20.01,20.33,117479100,20.254852
11/22/16,20.33,20.469999,20.120001,20.299999,104771800,20.224963
11/23/16,20.42,20.66,20.200001,20.559999,110801300,20.484002
11/25/16,20.620001,20.879999,20.5,20.860001,62610400,20.782894
11/28/16,20.67,20.85,20.25,20.299999,108651200,20.224963
11/29/16,20.379999,20.540001,20.25,20.290001,114216800,20.215001
11/30/16,20.77,21.190001,20.719999,21.120001,190151700,21.120001
12/1/16,21.42,21.940001,21.34,21.5,198909600,21.5
12/2/16,21.49,21.5,21.02,21.23,128198800,21.23
12/5/16,21.469999,21.870001,21.459999,21.84,127824500,21.84
12/6/16,22.09,22.16,21.719999,22.16,119804000,22.16
