Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,87.269997,87.870003,86.699997,87.559998,11073600,87.559998
2016-12-05,87.389999,87.82,86.919998,87.480003,11675800,87.480003
2016-12-02,87.190002,87.989998,86.599998,87.040001,9601800,87.040001
2016-12-01,87.980003,88.50,87.239998,87.239998,12899900,87.239998
2016-11-30,87.599998,88.190002,87.199997,87.300003,22371100,87.300003
2016-11-29,85.419998,86.080002,85.080002,85.900002,9150300,85.900002
2016-11-28,86.949997,87.129997,86.370003,86.470001,7208600,86.470001
2016-11-25,86.709999,87.139999,86.540001,87.120003,5042300,87.120003
2016-11-23,86.540001,87.080002,86.309998,86.919998,5996300,86.919998
2016-11-22,86.690002,87.239998,85.970001,86.68,9275500,86.68
2016-11-21,86.440002,86.690002,86.139999,86.489998,8684600,86.489998
2016-11-18,85.209999,85.650002,84.830002,85.279999,8305400,85.279999
2016-11-17,86.440002,86.879997,85.019997,85.230003,8147600,85.230003
2016-11-16,86.739998,86.779999,85.580002,85.75,8119400,85.75
2016-11-15,85.769997,87.059998,85.769997,86.82,12806500,86.82
2016-11-14,85.300003,85.650002,84.330002,85.279999,12553200,85.279999
2016-11-11,86.529999,86.730003,84.889999,85.669998,13711000,85.669998
2016-11-10,85.910004,87.989998,85.660004,87.050003,14106100,87.050003
2016-11-09,84.050003,86.709999,83.660004,86.25,15800200,86.25
2016-11-08,84.730003,85.830002,84.489998,85.309998,9735200,85.309998
2016-11-07,84.489998,85.470001,84.400002,85.449997,13576200,84.699995
